age,sexe,taux,situationFamiliale,nbEnfantsAcharge,deuxiemeVoiture,immatriculation
50,M,222,celibataire,0,FALSE,9730 QQ 52
38,M,998,En Couple,1,FALSE,9994 RM 28
48,F,159,En Couple, ,FALSE,9652 KH 90
36,M,1270,celibataire,0,FALSE,6249 OO 45
52,M,594,celibataire,0,FALSE,7653 EU 72
41,F,1385,En Couple,?,FALSE,5239 SI 80
28,M,192,celibataire,0,FALSE,246 CE 38
49,M,209,celibataire,0,FALSE,990 TM 40
29,M,550,En Couple,1,TRUE,2360 XP 78
45,M,531,celibataire,0,FALSE,4551 NE 78
34,M,582,En Couple,2,FALSE,7406 CM 69
84,M,192,En Couple,0,FALSE,3600 JX 56
26,M,530,En Couple,1,FALSE,9087 CM 63
56,M,249,Seule,1,FALSE,4166 GR 28
53,M,535,celibataire,0,FALSE,5458 NP 36
35,M,159,En Couple,0,FALSE,3835 WJ 92
72,F,461,En Couple,1,FALSE,5424 AC 72
68,M,222,celibataire,0,FALSE,2608 ZE 12
21,M,546,En Couple,1,FALSE,5877 ZY 31
19,M,1022,Seule,2,FALSE,2427 JS 55
22,F,450,En Couple, ,FALSE,847 RJ 54
69,M,495,En Couple,1,FALSE,2994 TT 15
18,M,450,celibataire,0,FALSE,3341 YK 81
51,M,463,En Couple,2, ,3886 HA 79
37,M,1082,celibataire,0,FALSE,7088 MX 64
29,M,712,celibataire,0,FALSE,2105 SG 66
52,M,578,Seule,3,FALSE,6269 MO 55
20,M,557,En Couple,4,FALSE,9375 AY 93
23,M,494,En Couple,2,FALSE,6024 BH 17
41,F,225,En Couple,0,FALSE,2464 JT 82
27,M,1168,celibataire,0,FALSE,1737 TM 64
25,M,1200,En Couple,2,FALSE,4764 QB 60
66,F,246,En Couple,4,FALSE,1483 ZC 93
32,F,781,En Couple,0,FALSE,2309 XM 52
21,M,1315,En Couple,1,FALSE,9960 HQ 54
27,F,587,En Couple,4,FALSE,1984 RR 44
37,M,408,celibataire,0,FALSE,9837 IN 64
56,F,425,En Couple,4,FALSE,4468 SL 32
52,F,217,En Couple,1,FALSE,844 QW 36
54,F,489,En Couple,3,TRUE,488 EY 31
43,M,1272,En Couple,1,FALSE,436 HX 92
19,M,451,En Couple,4,FALSE,857 YR 48
32,M,564,En Couple,0,FALSE,347 JL 57
22,F,429,celibataire,0,FALSE,2289 GF 95
58,M,586,En Couple,4,FALSE,6084 YQ 46
74,M,197,Seule,3,FALSE,6256 FB 34
57,M,464,En Couple,3,FALSE,6745 RQ 89
83,F,505,En Couple,1,FALSE,6743 OD 72
47,M,213,En Couple,4,FALSE,7393 BR 60
61,F,1386,En Couple,2,FALSE,8952 PS 91
56,M,245,celibataire,0,FALSE,8810 FY 21
29,M,203,En Couple,0,FALSE,8375 QV 13
41,F,1084,En Couple,3,FALSE,336 JB 29
20,M,869,En Couple,0,FALSE,3851 LY 94
45,F,481,Seul,0,FALSE,5267 QZ 11
25,M,414,celibataire,0,FALSE,7485 CF 84
66,F,1223,En Couple,1,FALSE,1701 EX 65
84,M,483,En Couple,2,FALSE,8310 BO 50
48,F,187,En Couple,3,FALSE,7449 BN 68
73,M,152,En Couple,4,TRUE,6085 BP 22
45,M,530,En Couple,3,FALSE,2661 KM 16
63,F,570,En Couple,2,FALSE,7159 CR 39
28,M,179,En Couple,2,FALSE,1760 NG 74
54,F,190,En Couple,0,FALSE,5197 KQ 68
23,M,462,En Couple,0,FALSE,5220 VO 13
59,F,1399,En Couple,1,FALSE,4505 CC 85
33,M,185,En Couple,3,FALSE,6764 UV 30
55,M,219,En Couple,1,FALSE,576 TJ 79
74,M,234,En Couple,0,FALSE,5335 II 57
29,M,926,En Couple,2,FALSE,5112 YU 10
35,F,227,celibataire,0,FALSE,6723 ZL 27
65,M,755,En Couple,0,TRUE,2027 OC 76
74,F,722,En Couple,4,FALSE,242 CY 51
60,F,151,En Couple,3,FALSE,5698 UV 48
28,M,456,En Couple,4,FALSE,2935 KX 97
27,F,488,En Couple,1,FALSE,7899 RP 32
76,M,462,celibataire,0,FALSE,7369 PK 51
24,F,154,En Couple,2,TRUE,3459 CM 67
75,M,549,celibataire,0,FALSE,8303 QH 66
57,M,877,En Couple,2,FALSE,6332 HG 15
68,M,582,Seule,2,FALSE,1490 HO 80
75,F,232,En Couple,3,FALSE,4952 EA 14
19,M,404,En Couple,2,FALSE,9103 FT 54
43,F,172,En Couple,3,FALSE,203 DO 63
28,F,1184,celibataire,0,FALSE,3905 ZG 51
70,M,1134,celibataire,0,FALSE,8924 AY 30
21,M,729,En Couple,0,TRUE,4170 DV 81
58,F,1150,celibataire,0,FALSE,4692 AU 87
61,M,249,En Couple,4,FALSE,7546 HD 65
40,M,515,Seule,3,FALSE,1692 FZ 44
49,M,206,En Couple,0,FALSE,9766 MA 14
71,F,486,celibataire,0,FALSE,7187 IG 52
26,M,791,En Couple,4,FALSE,2546 SB 72
25,M,478,celibataire,0,FALSE,3318 AR 91
22,M,407,celibataire,0,FALSE,6727 TR 58
71,M,977,celibataire,0,FALSE,3798 NG 66
49,F,1188,celibataire,0,FALSE,125 WA 83
38,F,909,En Couple,4,FALSE,1221 RG 22
76,M,544,celibataire,0,FALSE,6609 QL 47
38,M,771,En Couple,4,FALSE,1304 JR 26
41,F,439,celibataire,0,FALSE,7264 WS 12
76,M,489,Seule,3,FALSE,4022 MZ 32
59,M,877,celibataire,0,FALSE,9466 YU 86
42,M,1154,celibataire,0,FALSE,4294 MA 27
54,F,527,En Couple,4,FALSE,1839 XR 77
56,M,743,En Couple,4,FALSE,6085 AK 71
44,F,1251,celibataire,0,FALSE,6501 IV 22
23,M,233,Seule,3,FALSE,7325 AC 55
28,M,704,celibataire,0,FALSE,2767 TG 56
39,M,217,En Couple,1,TRUE,7119 UM 98
49,M,177,En Couple,1,FALSE,5719 BZ 30
47,M,528,En Couple,1,FALSE,5305 AF 38
35,F,529,En Couple,0,FALSE,8980 XK 49
26,M,505,En Couple,2,FALSE,1968 ZM 42
35,M,567,celibataire,0,FALSE,3620 KL 37
28,M,1351,En Couple,0,FALSE,2007 HT 64
24,M,451,En Couple,0,FALSE,2099 MR 21
43,F,550,En Couple,3,FALSE,2309 PI 16
72,M,454,celibataire,0,FALSE,1377 IP 88
56,F,493,En Couple,3,TRUE,4563 YK 36
35,M,981,En Couple,0,FALSE,5616 SV 28
40,M,581,En Couple,2,FALSE,4379 GI 32
27,M,967,celibataire,0,FALSE,5523 CV 51
70,M,535,celibataire,0,FALSE,3658 KZ 27
23,F,1208,En Couple,0,FALSE,9984 XX 27
24,F,1246,En Couple,1,TRUE,5198 WX 68
56,M,200,celibataire,0,FALSE,7182 AM 44
46,M,1259,En Couple,0,FALSE,7463 IM 91
81,M,508,En Couple,0,FALSE,2711 NY 24
51,M,1342,celibataire,0,FALSE,3626 VD 13
20,F,493,En Couple,1,FALSE,3463 ZF 21
34,F,172,celibataire,0,FALSE,8025 MC 43
30,M,223,En Couple,0,TRUE,3050 FR 10
43,F,448,En Couple,2,TRUE,5691 KE 86
30,M,204,En Couple,1,FALSE,4161 YK 27
45,F,213,celibataire,0,FALSE,3482 SP 57
72,M,591,En Couple,2,TRUE,3021 SI 24
29,M,473,En Couple,2,FALSE,6000 BW 33
54,M,527,En Couple,2,TRUE,7458 EM 29
26,M,553,En Couple,2,FALSE,4216 CR 95
-1,M,232,En Couple,1,TRUE,6869 VR 67
37,F,572,En Couple,2,FALSE,9315 OE 15
45,M,939,celibataire,0,FALSE,8510 ZJ 92
34,M,1069,celibataire,0,FALSE,1519 OP 68
38,M,527,En Couple,2,FALSE,199 WM 49
70,M,236,En Couple,4,TRUE,5009 DU 28
36,F,570,En Couple,2,FALSE,9274 CF 93
48,M,1159,En Couple,2,TRUE,3292 AN 62
23,M,473,En Couple,4,FALSE,4214 HZ 29
29,M,231,En Couple,4,TRUE,1111 SN 82
19,F,1344,En Couple,1,FALSE,7049 OW 28
50,M,530,En Couple,0,TRUE,7195 LY 53
19,M,572,En Couple,3,TRUE,2727 KA 54
52,M,578,celibataire,0,FALSE,1650 ZN 31
31,M,174,En Couple,2,FALSE,8385 BZ 50
27,M,1086,En Couple,3,FALSE,7705 OV 40
31,M,490,celibataire,0,FALSE,9311 GL 90
42,M,502,En Couple,1,FALSE,9502 SZ 71
44,M,1285,celibataire,0,FALSE,2934 HB 76
62,M,479,En Couple,3,FALSE,9074 WN 92
79,M,522,Seule,1,FALSE,1122 QZ 87
45,M,1237,celibataire,0,FALSE,5543 VP 69
22,M,973,En Couple,3,FALSE,317 DQ 12
31,M,489,Seule,2,FALSE,2594 AP 24
62,M,1022,En Couple,1,FALSE,1557 AS 77
47,M,165,En Couple,4,FALSE,1098 DY 23
46,F,767,En Couple,1,FALSE,8297 CY 15
22,F,167,En Couple,4,FALSE,3062 RF 78
64,M,166,En Couple,1,TRUE,7260 ML 40
23,M,878,En Couple,3,FALSE,3347 EQ 67
76,M,162,celibataire,0,FALSE,8913 ZP 83
30,M,528,En Couple,2,FALSE,6988 LX 55
28,M,425,En Couple,0,FALSE,6044 RJ 22
25,M,1344,Seule,2,FALSE,879 FC 23
26,M,413,celibataire,0,FALSE,5383 HY 86
59,F,543,En Couple,1,TRUE,8702 WL 71
65,M,218,En Couple,0,FALSE,617 TN 13
33,M,464,En Couple,1,FALSE,4394 OB 17
27,M,152,Seule,1,FALSE,4624 LX 59
21,M,206,En Couple,2,TRUE,5914 WE 22
35,F,595,En Couple,1,FALSE,840 NR 79
52,M,488,En Couple,0,FALSE,9682 OQ 78
26,F,239,celibataire,0,FALSE,962 HM 41
29,M,1312,En Couple,0,FALSE,9852 UV 37
51,M,157,En Couple,0,FALSE,4878 WG 80
54,M,590,En Couple,3,FALSE,2658 KM 55
50,M,1195,celibataire,0,FALSE,7680 UY 75
36,M,163,En Couple,0,FALSE,5248 ZO 75
54,F,156,En Couple,2,TRUE,5678 AY 76
28,M,498,En Couple,1,FALSE,8806 TK 54
53,M,506,En Couple,0,FALSE,1951 KF 77
49,M,170,celibataire,0,FALSE,9028 YB 44
33,F,480,celibataire,0,FALSE,4029 FP 86
22,M,219,En Couple,1,TRUE,524 CV 39
59,M,582,En Couple,0,TRUE,7140 VB 57
70,M,163,En Couple,4,FALSE,7348 ST 56
19,F,162,Seule,3,FALSE,5504 CT 92
37,M,469,Marie,2,FALSE,1120 LW 69
49,M,571,Seule,3,FALSE,7010 TA 43
69,F,589,En Couple,4,FALSE,9915 PB 15
19,F,180,En Couple,4,TRUE,1659 FN 56
52,M,557,En Couple,2,FALSE,8911 KX 10
32,M,239,En Couple,2,FALSE,2255 KJ 30
71,M,186,En Couple,2,FALSE,1303 EA 76
44,M,401,En Couple,3,FALSE,35 KJ 49
21,M,1256,Seule,2,FALSE,9284 SF 26
34,M,177,En Couple,0,FALSE,7583 LN 51
27,F,420,En Couple,0,FALSE,8933 UV 50
72,M,231,celibataire,0,FALSE,7037 IS 85
45,F,1380,En Couple,0,FALSE,7292 DI 28
81,M,579,En Couple,2,FALSE,535 SP 59
65,M,423,En Couple,0,FALSE,7632 UF 98
35,M,1365,En Couple,0,TRUE,1820 JK 51
22,F,593,En Couple,0,TRUE,1285 WT 74
33,M,565,En Couple,2,FALSE,1275 QV 94
20,M,553,En Couple,2,FALSE,5797 UU 44
35,M,418,celibataire,0,FALSE,8853 SC 97
24,F,580,En Couple,2,FALSE,2906 MK 89
29,M,178,En Couple,1,FALSE,9055 VP 15
55,M,1349,celibataire,0,FALSE,6640 GG 36
28,M,217,celibataire,0,FALSE,4765 CH 60
23,M,488,En Couple,2,FALSE,4983 TJ 27
47,F,405,En Couple,3,FALSE,7368 UP 36
41,M,823,celibataire,0,FALSE,4207 HH 41
58,M,442,celibataire,0,FALSE,1289 FO 56
20,M,452,celibataire,0,FALSE,683 NT 78
56,F,-1,En Couple,3,TRUE,8827 MD 73
34,M,873,celibataire,0,FALSE,8526 GP 56
-1,M,201,Seule,1,FALSE,1308 VH 68
58,M,809,En Couple,4,FALSE,3616 QP 72
57,M,577,celibataire,0,FALSE,91 CT 60
44,F,489,En Couple,1,TRUE,5048 MZ 93
26,M,1229,Seule,3,FALSE,2203 SP 83
39,M,579,En Couple,4,TRUE,6947 UA 97
73,M,1160,En Couple,0,FALSE,1470 WQ 26
56,F,524,En Couple,2,FALSE,9852 PQ 28
60,M,1055,En Couple,2,FALSE,7211 MV 32
82,M,907,En Couple,1,TRUE,5713 GB 49
70,M,412,En Couple,1,TRUE,1449 TT 71
36,M,776,En Couple,2,FALSE,8772 RS 96
32,F,554,En Couple,3,FALSE,4593 KS 61
53,F,560,En Couple,0,FALSE,4791 WI 56
61,M,1302,celibataire,0,FALSE,5422 FE 24
26,M,738,En Couple,2,FALSE,1758 ZQ 35
28,M,440,celibataire,0,FALSE,5952 YR 13
37,F,206,En Couple,3,FALSE,3280 LV 95
29,F,439,En Couple,2,FALSE,724 JI 15
18,F,248,En Couple,4,FALSE,2310 YI 20
39,M,587,En Couple,2,FALSE,4765 YO 28
80,M,777,celibataire,0,FALSE,378 XQ 29
75,M,470,Seule,2,FALSE,4318 LL 46
80,M,1030,Seule,2,FALSE,5497 YK 78
66,M,584,En Couple,4,FALSE,7085 XL 83
43,M,456,En Couple,2,FALSE,8033 RV 33
43,M,448,celibataire,0,FALSE,9089 DE 24
26,M,1288,En Couple,0,FALSE,8563 ZF 31
25,F,167,En Couple,3,FALSE,9189 XJ 24
40,F,419,celibataire,0,FALSE,6465 IS 30
75,F,491,celibataire,0,FALSE,9506 FD 93
55,M,1228,En Couple,1,FALSE,6049 RU 28
74,M,518,En Couple,2,TRUE,5144 AH 72
51,M,899,celibataire,0,FALSE,4951 RW 14
83,M,732,En Couple,0,FALSE,885 UV 70
49,F,?,En Couple,4,TRUE,7838 JW 19
79,M,1021,celibataire,0,FALSE,4411 FU 68
26,M,450,celibataire,0,FALSE,496 RA 74
52,F,552,En Couple,2,FALSE,8382 AN 17
35,M,482,celibataire,0,FALSE,2121 DO 47
35,M,496,En Couple,0,TRUE,1571 GM 47
73,F,578,celibataire,0,FALSE,8487 LT 43
57,F,499,Seule,2,FALSE,5410 UV 57
51,M,411,En Couple,3,FALSE,3628 FC 74
28,M,469,En Couple,1,TRUE,8357 FY 92
29,F,234,En Couple,4,FALSE,8026 MU 95
55,F,898,Seule,2,FALSE,5910 QQ 88
39,M,574,En Couple,1,FALSE,8821 MU 85
52,M,777,En Couple,1,FALSE,4484 JE 49
24,M,473,En Couple,0,FALSE,7844 BQ 81
56,M,555,celibataire,0,FALSE,7278 FQ 84
47,F,1187,En Couple,0,FALSE,2224 LE 51
18,M,442,celibataire,0,FALSE,2117 NV 95
20,M,581,En Couple,0,FALSE,6259 MZ 37
33,M, ,En Couple,3,FALSE,4798 KN 84
47,M,574,celibataire,0,FALSE,4826 IY 35
28,F,183,En Couple,3,FALSE,4174 MX 50
71,M,988,celibataire,0,FALSE,6803 PN 84
80,F,515,En Couple,1,FALSE,9035 WY 94
63,M,456,celibataire,0,FALSE,4783 YK 61
51,M,427,En Couple,3,FALSE,7457 US 67
31,M,160,Seule,3,FALSE,3728 SW 74
59,F,1045,En Couple,0,FALSE,5082 CU 14
23,M,186,celibataire,0,FALSE,8700 KP 95
55,M,209,En Couple,0,FALSE,2788 NI 42
71,M,984,En Couple,3,FALSE,1672 TW 60
32,M,581,En Couple,0,FALSE,3295 UR 81
52,M,594,celibataire,0,FALSE,7693 QY 52
45,F,808,celibataire,0,FALSE,1292 LU 46
45,M,471,celibataire,0,FALSE,5621 OE 65
55,M,502,En Couple,1,TRUE,9662 RU 89
28,M,550,En Couple,0,FALSE,526 KY 70
34,F,232,En Couple,4,FALSE,5292 RE 66
68,F,465,En Couple,3,FALSE,5542 JR 40
20,M,577,celibataire,0,FALSE,8893 DP 56
78,F,191,En Couple,0,TRUE,9292 VM 30
24,F,221,En Couple,4,FALSE,9530 ED 47
65,M,432,En Couple,2,TRUE,7957 SF 95
26,M,1295,celibataire,0,FALSE,5727 EA 84
41,M,1077,En Couple,0,FALSE,5397 QE 94
42,M,534,En Couple,1,FALSE,1769 MU 96
41,F,499,En Couple,0,FALSE,7153 TB 66
66,M,196,celibataire,0,FALSE,5736 WI 66
35,M,433,En Couple,2,FALSE,4643 YZ 50
76,M,240,Seule,2,FALSE,3294 EQ 13
18,F,425,En Couple,1,TRUE,6469 VB 33
22,F,1285,celibataire,0,FALSE,2943 FI 69
20,F,1183,En Couple,1,FALSE,5044 DP 85
44,M,840,En Couple,0,FALSE,5599 WC 59
26,M,168,celibataire,0,FALSE,4174 EA 55
56,M,443,En Couple,3,FALSE,9094 HE 95
66,M,1167,En Couple,4,TRUE,4884 DH 79
31,M,701,En Couple,3,FALSE,5454 BM 74
47,M,465,celibataire,0,FALSE,6216 HS 78
40,F,760,En Couple,0,FALSE,2947 FL 96
69,F,599,En Couple,3,FALSE,9440 GX 33
59,M,1041,celibataire,0,FALSE,3922 VT 20
48,M,236,celibataire,0,FALSE,1088 NP 90
46,M,838,celibataire,0,FALSE,682 UJ 71
83,M,455,En Couple,3,FALSE,179 VS 24
75,M,551,celibataire,0,FALSE,8589 NL 59
32,M,432,En Couple,0,FALSE,9427 MO 63
70,F,419,En Couple,2,FALSE,9375 UW 10
18,M,1131,En Couple,0,FALSE,3836 JA 80
62,M,581,En Couple,0,FALSE,5733 UA 14
43,M,760,En Couple,0,FALSE,4204 ZE 65
63,F,1086,celibataire,0,FALSE,263 ZT 63
37,F,402,Seule,2,FALSE,9013 OV 33
43,F,539,En Couple,0,TRUE,6911 MW 22
59,M,564,celibataire,0,FALSE,1497 JE 34
38,M,560,En Couple,4,TRUE,6359 QM 30
50,F,557,En Couple,4,FALSE,7533 YZ 82
53,F,167,celibataire,0,FALSE,2270 LJ 93
71,M,541,En Couple,1,FALSE,454 TV 46
53,M,597,En Couple,2,FALSE,9331 DO 29
27,F,248,En Couple,1,FALSE,7422 SS 30
19,F,564,celibataire,0,FALSE,5976 GW 46
35,M,486,En Couple,2,FALSE,9679 JF 74
41,M,574,En Couple,1,FALSE,6624 MB 65
57,F,1329,En Couple,1,FALSE,4566 YF 89
69,M,402,En Couple,3,FALSE,6912 EL 53
22,M,220,En Couple,1,FALSE,1425 IS 59
20,M,479,En Couple,3,FALSE,4481 PE 21
59,M,822,En Couple,0,FALSE,2817 QT 71
75,M,1191,celibataire,0,FALSE,5532 NN 36
56,M,570,En Couple,3,FALSE,8040 CT 95
23,M,441,celibataire,0,FALSE,1820 ZX 87
21,M,864,En Couple,1,FALSE,5996 SJ 26
34,M,572,En Couple,4,FALSE,5487 VF 54
50,M,1037,En Couple,2,TRUE,2946 IR 38
37,M,152,En Couple,0,FALSE,7461 EU 94
69,F,856,En Couple,0,FALSE,2211 DI 10
28,M,976,En Couple,2,FALSE,6383 ME 84
42,M,1121,En Couple,3,FALSE,5241 GQ 23
33,F,1204,celibataire,0,FALSE,3280 EO 25
36,M,704,En Couple,3,FALSE,6002 XP 44
78,M,1055,celibataire,0,FALSE,7039 TU 71
45,M,1397,En Couple,4,TRUE,8268 SZ 79
54,F,243,En Couple,3,FALSE,7491 VO 77
66,M,415,En Couple,4,TRUE,2327 LS 48
20,F,1328,celibataire,0,FALSE,1333 GE 36
22,M,176,En Couple,4,FALSE,4934 QW 72
28,M,551,En Couple,3,FALSE,8657 RH 48
58,M,1134,En Couple,4,FALSE,4173 SR 27
68,M,967,En Couple,3,FALSE,3108 XW 58
40,F,542,celibataire,0,FALSE,3843 AR 91
51,M,484,celibataire,0,FALSE,4031 EK 42
24,F,451,En Couple,2,FALSE,6945 WC 81
19,M,222,En Couple,0,FALSE,274 WD 41
45,M,1021,En Couple,1,FALSE,1554 ST 69
57,M,221,En Couple,2,FALSE,8033 QM 93
43,F,418,celibataire,0,FALSE,1472 EN 60
28,M,439,En Couple,4,FALSE,4898 OD 17
24,M,1306,En Couple,1,TRUE,9773 YB 31
18,F,404,En Couple,2,FALSE,877 CB 84
55,M,597,En Couple,2,FALSE,8711 LV 41
50,F,588,En Couple,1,FALSE,8282 UY 30
22,F,458,En Couple,1,TRUE,4401 WW 28
53,M,425,En Couple,2,FALSE,4166 AB 82
29,M,480,En Couple,1,TRUE,5232 HH 72
24,M,401,En Couple,0,FALSE,5181 GK 13
61,F,1240,En Couple,0,FALSE,5547 PR 91
23,M,433,celibataire,0,FALSE,2465 DO 66
82,F,560,En Couple,2,FALSE,9114 KX 65
19,M,819,En Couple,3,FALSE,2449 CO 21
52,F,174,En Couple,3,FALSE,3336 JP 86
50,M,566,En Couple,0,TRUE,5842 CT 68
44,M,195,celibataire,0,FALSE,6881 HM 46
64,M,1342,En Couple,0,FALSE,1737 ZP 82
30,M,567,En Couple,1,FALSE,9524 PR 59
25,M,574,celibataire,0,FALSE,7039 CE 46
57,M,438,En Couple,2,FALSE,6721 MC 67
29,M,1062,En Couple,1,FALSE,2667 EB 49
19,M,713,Seule,3,FALSE,2763 CS 67
18,F,497,celibataire,0,FALSE,779 BV 71
51,F,424,celibataire,0,FALSE,5046 QH 40
65,F,451,Seule,3,FALSE,2011 OO 59
27,M,478,celibataire,0,FALSE,9097 BJ 39
49,M,528,En Couple,1,FALSE,139 QN 34
27,M,570,En Couple,0,FALSE,7901 RO 15
41,M,507,En Couple,1,FALSE,8444 ZY 66
50,M,1306,En Couple,1,TRUE,7357 DS 67
82,M,220,En Couple,1,FALSE,7987 RE 86
42,M,571,En Couple,1,FALSE,2340 KU 69
79,M,423,En Couple,3,TRUE,8229 SH 30
78,M,577,En Couple,2,FALSE,1089 JC 63
48,F,1300,celibataire,0,FALSE,9545 JK 47
35,M,1233,celibataire,0,FALSE,8645 LA 79
70,F,1216,En Couple,1,FALSE,4136 KE 55
23,F,924,En Couple,3,FALSE,1362 YB 32
32,M,594,Marie,0,FALSE,3328 UT 70
30,M,1127,celibataire,0,FALSE,2926 JR 69
57,M,563,En Couple,1,TRUE,3868 SJ 67
27,M,1196,celibataire,0,FALSE,4590 LT 49
20,M,911,celibataire,0,FALSE,1485 EC 50
22,F,958,En Couple,2,FALSE,1707 FL 46
56,M,242,En Couple,0,FALSE,4804 EY 88
52,M,433,celibataire,0,FALSE,9759 IZ 68
76,M,575,celibataire,0,FALSE,68 TM 18
40,M,229,En Couple,2,TRUE,4712 VG 67
42,M,1090,En Couple,1,TRUE,5988 IZ 21
25,F,522,En Couple,2,FALSE,2132 CI 30
77,M,1225,En Couple,2,FALSE,7227 VN 88
72,F,490,En Couple,4,FALSE,4579 IQ 49
49,M,1160,En Couple,3,FALSE,6834 KV 16
80,M,200,En Couple,0,FALSE,5704 FD 41
23,F,522,celibataire,0,FALSE,3445 GR 73
56,M,237,En Couple,1,FALSE,9624 JD 36
26,F,437,En Couple,4,FALSE,7969 CY 91
43,M,574,celibataire,0,FALSE,1688 HW 97
72,F,158,celibataire,0,FALSE,2951 WM 54
72,M,490,En Couple,0,FALSE,5762 GD 42
34,M,173,celibataire,0,FALSE,5543 WV 90
30,M,416,En Couple,2,FALSE,1600 QF 63
28,F,239,En Couple,1,FALSE,230 UD 24
74,M,479,En Couple,2,FALSE,2015 JX 37
49,M,-1,En Couple,4,FALSE,8 RE 61
38,M,1081,En Couple,4,FALSE,7677 IG 48
32,M,554,En Couple,0,FALSE,8117 JY 31
56,M,426,En Couple,3,FALSE,6315 RW 27
66,F,212,En Couple,0,FALSE,4023 IO 48
73,M,531,En Couple,2,FALSE,7388 YT 33
46,M,208,En Couple,2,FALSE,3242 CJ 12
84,F,819,En Couple,1,FALSE,6243 HI 23
48,M,573,celibataire,0,FALSE,9067 UC 97
47,M,470,En Couple,0,TRUE,5640 HD 36
21,M,1259,celibataire,0,FALSE,7929 OQ 65
24,M,?,En Couple,1,FALSE,4179 EB 82
21,F,1302,En Couple,0,TRUE,6007 WX 95
70,M,498,En Couple,0,FALSE,9759 SK 40
18,F,842,celibataire,0,FALSE,3575 EY 91
35,M,1076,En Couple,0,TRUE,9544 YO 55
45,M,165,En Couple,2,FALSE,9295 DX 20
34,M,505,celibataire,0,FALSE,8749 RV 44
21,M,939,celibataire,0,FALSE,1720 HK 71
20,M,1124,En Couple,1,FALSE,5790 LM 29
56,F,468,En Couple,1,TRUE,8345 XZ 14
62,M,1126,En Couple,0,FALSE,2238 TO 74
19,M,584,En Couple,3,FALSE,6944 NP 66
81,M,445,En Couple,2,TRUE,7713 NM 27
32,M,1117,En Couple,4,FALSE,2841 ET 70
53,M,454,celibataire,0,FALSE,5023 YE 19
56,M,452,Seule,2,FALSE,8948 ZW 13
43,M,428,celibataire,0,FALSE,4799 KO 29
51,M,1330,En Couple,2,FALSE,3859 YP 83
80,M,1093,En Couple,2,FALSE,652 IZ 18
42,M,514,En Couple,3,FALSE,328 TG 89
41,F,1069,En Couple,0,TRUE,3395 GI 35
35,M,207,En Couple,0,FALSE,3835 GZ 22
77,F,207,celibataire,0,FALSE,1107 JM 83
82,F,480,celibataire,0,FALSE,3010 TB 19
75,F,202,En Couple,1,TRUE,6331 GQ 64
57,M,1100,En Couple,3,FALSE,4615 QY 96
45,F,509,Seule,3,FALSE,7710 KM 32
43,M,477,En Couple,0,TRUE,37 VG 54
23,M,1338,En Couple,1,FALSE,9874 DA 22
33,M,503,En Couple,0,FALSE,1019 II 68
24,M,416,Seule,2,FALSE,6748 US 83
35,M,535,En Couple,0,FALSE,1718 LG 13
29,F,554,Seule,2,FALSE,9413 EN 45
21,M,1208,En Couple,0,FALSE,4762 NS 19
58,M,572,En Couple,2,FALSE,3912 KR 66
43,M,543,En Couple,2,FALSE,2074 UV 10
59,M,557,En Couple,2,FALSE,8417 KT 62
47,F,1201,En Couple,1,FALSE,699 SC 53
36,M,592,En Couple,4,FALSE,5710 VU 90
25,M,1363,En Couple,0,FALSE,1941 TM 78
65,M,476,En Couple,0,FALSE,8337 GP 35
53,M,570,celibataire,0,FALSE,8257 JL 31
37,M,517,En Couple,4,FALSE,4732 XK 39
36,M,925,celibataire,0,FALSE,27 EW 85
81,M,549,En Couple,2,FALSE,7476 WR 98
53,M,178,En Couple,1,FALSE,2945 TU 46
30,M,1383,En Couple,4,FALSE,4814 RI 67
81,M,1277,En Couple,3,FALSE,9153 ZU 78
37,F,434,celibataire,0,FALSE,8677 YO 42
52,M,570,En Couple,1,TRUE,7087 DQ 96
53,F,499,celibataire,0,FALSE,6977 JA 43
35,M,402,celibataire,0,FALSE,9036 FE 98
27,M,555,En Couple,2,FALSE,3552 SM 31
37,M,158,En Couple,2,FALSE,943 EV 30
24,F,578,celibataire,0,FALSE,9280 RF 51
67,M,517,En Couple,4,TRUE,9264 VC 48
47,F,222,En Couple,1,TRUE,466 VM 39
29,M,173,Marie,3,FALSE,9927 UL 93
28,M,544,En Couple,2,FALSE,4105 BF 92
61,M,219,Seule,1,FALSE,4577 WB 30
20,F,167,En Couple,4,FALSE,6744 AZ 43
64,M,555,En Couple,0,TRUE,2523 RQ 38
42,M,498,En Couple,0,FALSE,4439 HN 59
63,M,165,En Couple,1,FALSE,6292 FZ 68
33,M,977,celibataire,0,FALSE,9567 BC 56
59,M,488,En Couple,0,FALSE,223 BE 57
43,F,496,En Couple,0,TRUE,7896 PT 48
42,F,477,En Couple,3,FALSE,1790 CP 60
78,F,1228,celibataire,0,FALSE,7025 WI 63
29,M,425,En Couple,1,FALSE,9431 AL 38
38,F,445,En Couple,1,FALSE,8344 ZS 77
43,F,758,En Couple,0,FALSE,6915 WE 42
63,M,235,En Couple,2,FALSE,9021 SH 86
74,M,858,En Couple,1,FALSE,4825 AD 70
42,F,460,En Couple,2,FALSE,7459 NG 43
26,M,996,En Couple,2,FALSE,567 DO 95
46, ,235,celibataire,0,FALSE,7903 HF 77
33,M,577,celibataire,0,FALSE,4313 KL 80
